"SYMBOL","ENTREZID","Description"
"LIMD1",8994,"LIM domains containing 1"
"TNFSF18",8995,"tumor necrosis factor (ligand) superfamily, member 18"
"NOL3",8996,"nucleolar protein 3 (apoptosis repressor with CARD domain)"
"KALRN",8997,"kalirin, RhoGEF kinase"
"CCNF",899,"cyclin F"
"ACTN3",89,"actinin, alpha 3"
"HAP1",9001,"huntingtin-associated protein 1 (neuroan 1)"
"CCNG1",900,"cyclin G1"
"TSR2",90121,"TSR2, 20S rRNA accumulation, homolog (S. cerevisiae)"
"TAF1C",9013,"TATA box binding protein (TBP)-associated factor, RNA polymerase I, C, 110kDa"
"TAF1B",9014,"TATA box binding protein (TBP)-associated factor, RNA polymerase I, B, 63kDa"
"TAF1A",9015,"TATA box binding protein (TBP)-associated factor, RNA polymerase I, A, 48kDa"
"SLC25A14",9016,"solute carrier family 25 (mitochondrial carrier, brain), member 14"
"MPZL1",9019,"myelin protein zero-like 1"
"CCNG2",901,"cyclin G2"
"MAP3K14",9020,"mitogen-activated protein kinase kinase kinase 14"
"SOCS3",9021,"suppressor of cytokine signaling 3"
"CH25H",9023,"cholesterol 25-hydroxylase"
"BRSK2",9024,"BR serine/threonine kinase 2"
"RNF8",9025,"ring finger protein 8"
"NAT8",9027,"N-acetyltransferase 8"
"CCNH",902,"cyclin H"
"BAZ1B",9031,"bromodomain adjacent to zinc finger domain, 1B"
"TM4SF5",9032,"transmembrane 4 L six family member 5"
"ZNF468",90333,"zinc finger protein 468"
"PKD2L1",9033,"polycystic kidney disease 2-like 1"
"CCRL2",9034,"chemokine (C-C motif) receptor-like 2"
"MACIR",90355,"chromosome 5 open reading frame 30"
"FAM110B",90362,"family with sequence similarity 110, member B"
"DCAF15",90379,"hypothetical protein BC002926"
"SEMA5A",9037,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A"
"TAAR5",9038,"trace amine associated receptor 5"
"UBA3",9039,"ubiquitin-activating enzyme E1C (UBA3 homolog, yeast)"
"UBE2M",9040,"ubiquitin-conjugating enzyme E2M (UBC12 homolog, yeast)"
"IFT20",90410,"intraflagellar transport 20 homolog (Chlamydomonas)"
"MCFD2",90411,"multiple coagulation factor deficiency 2"
"SPAG9",9043,"sperm associated antigen 9"
"BTAF1",9044,"BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa (Mot1 homolog, S. cerevisiae)"
"RPL14",9045,"ribosomal protein L14"
"DOK2",9046,"docking protein 2, 56kDa"
"SH2D2A",9047,"SH2 domain protein 2A"
"GADD45GIP1",90480,"growth arrest and DNA-damage-inducible, gamma interacting protein 1"
"ARTN",9048,"artemin"
"AIP",9049,"aryl hydrocarbon receptor interacting protein"
"CCNT1",904,"cyclin T1"
"PSTPIP2",9050,"proline-serine-threonine phosphatase interacting protein 2"
"PSTPIP1",9051,"proline-serine-threonine phosphatase interacting protein 1"
"GPRC5A",9052,"G protein-coupled receptor, family C, group 5, member A"
"MAP7",9053,"microtubule-associated protein 7"
"NFS1",9054,"NFS1 nitrogen fixation 1 homolog (S. cerevisiae)"
"PRC1",9055,"protein regulator of cytokinesis 1"
"SLC7A7",9056,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 7"
"SLC7A6",9057,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 6"
"SLC13A2",9058,"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2"
"CCNT2",905,"cyclin T2"
"PAPSS2",9060,"3'-phosphoadenosine 5'-phosphosulfate synthase 2"
"PAPSS1",9061,"3'-phosphoadenosine 5'-phosphosulfate synthase 1"
"STARD13",90627,"StAR-related lipid transfer (START) domain containing 13"
"N4BP2L1",90634,"hypothetical gene CG018"
"PIAS2",9063,"protein inhibitor of activated STAT, 2"
"MAP3K6",9064,"mitogen-activated protein kinase kinase kinase 6"
"TBL1Y",90665,"transducin (beta)-like 1Y-linked"
"ASH2L",9070,"ash2 (absent, small, or homeotic)-like (Drosophila)"
"CLDN10",9071,"claudin 10"
"CLDN8",9073,"claudin 8"
"CLDN6",9074,"claudin 6"
"CLDN1",9076,"claudin 1"
"DIRAS3",9077,"DIRAS family, GTP-binding RAS-like 3"
"LDB2",9079,"LIM domain binding 2"
"ANGEL2",90806,"angel homolog 2 (Drosophila)"
"CLDN9",9080,"claudin 9"
"JPT2",90861,"hematological and neurological expressed 1-like"
"SPSB3",90864,"splA/ryanodine receptor domain and SOCS box containing 3"
"IL33",90865,"interleukin 33"
"EIF1AY",9086,"eukaryotic translation initiation factor 1A, Y-linked"
"TMSB4Y",9087,"thymosin, beta 4, Y-linked"
"PKMYT1",9088,"protein kinase, membrane associated tyrosine/threonine 1"
"CCT6A",908,"chaperonin containing TCP1, subunit 6A (zeta 1)"
"PIGQ",9091,"phosphatidylinositol glycan anchor biosynthesis, class Q"
"SART1",9092,"squamous cell carcinoma antigen recognized by T cells"
"DNAJA3",9093,"DnaJ (Hsp40) homolog, subfamily A, member 3"
"UNC119",9094,"unc-119 homolog (C. elegans)"
"ADCK2",90956,"aarF domain containing kinase 2"
"DHX57",90957,"DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57"
"TBX19",9095,"T-box 19"
"USP14",9097,"ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase)"
"USP6",9098,"ubiquitin specific peptidase 6 (Tre-2 oncogene)"
"CREB3L1",90993,"cAMP responsive element binding protein 3-like 1"
"USP2",9099,"ubiquitin specific peptidase 2"
"CD1A",909,"CD1a molecule"
"ACVR1",90,"activin A receptor, type I"
"USP10",9100,"ubiquitin specific peptidase 10"
"USP8",9101,"ubiquitin specific peptidase 8"
"RGN",9104,"regucalcin (senescence marker protein-30)"
"MTMR6",9107,"myotubularin related protein 6"
"CD1B",910,"CD1b molecule"
"MTMR4",9110,"myotubularin related protein 4"
"NMI",9111,"N-myc (and STAT) interactor"
"MTA1",9112,"metastasis associated 1"
"SLC25A46",91137,"solute carrier family 25, member 46"
"LATS1",9113,"LATS, large tumor suppressor, homolog 1 (Drosophila)"
"ATP6V0D1",9114,"ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1"
"INA",9118,"internexin neuronal intermediate filament protein, alpha"
"KRT75",9119,"keratin 75"
"CD1C",911,"CD1c molecule"
"SLC16A4",9122,"solute carrier family 16, member 4 (monocarboxylic acid transporter 5)"
"SLC16A3",9123,"solute carrier family 16, member 3 (monocarboxylic acid transporter 4)"
"PDLIM1",9124,"PDZ and LIM domain 1 (elfin)"
"SMC3",9126,"structural maintenance of chromosomes 3"
"P2RX6",9127,"purinergic receptor P2X-like 1, orphan receptor"
"LMF2",91289,"transmembrane protein 112B"
"PRPF4",9128,"PRP4 pre-mRNA processing factor 4 homolog (yeast)"
"PRPF3",9129,"PRP3 pre-mRNA processing factor 3 homolog (S. cerevisiae)"
"CD1D",912,"CD1d molecule"
"R3HDM4",91300,"chromosome 19 open reading frame 22"
"TMEM259",91304,"chromosome 19 open reading frame 6"
"FAM50A",9130,"family with sequence similarity 50, member A"
"AIFM1",9131,"apoptosis-inducing factor, mitochondrion-associated, 1"
"KCNQ4",9132,"potassium voltage-gated channel, KQT-like subfamily, member 4"
"CCNB2",9133,"cyclin B2"
"CCNE2",9134,"cyclin E2"
"RABEP1",9135,"rabaptin, RAB GTPase binding effector protein 1"
"RRP9",9136,"RRP9, small subunit (SSU) processome component, homolog (yeast)"
"UAP1L1",91373,"UDP-N-acteylglucosamine pyrophosphorylase 1-like 1"
"ARHGEF1",9138,"Rho guanine nucleotide exchange factor (GEF) 1"
"CBFA2T2",9139,"core-binding factor, runt domain, alpha subunit 2; translocated to, 2"
"CD1E",913,"CD1e molecule"
"ATG12",9140,"ATG12 autophagy related 12 homolog (S. cerevisiae)"
"PDCD5",9141,"programmed cell death 5"
"SYNGR3",9143,"synaptogyrin 3"
"FAAP24",91442,"chromosome 19 open reading frame 40"
"SYNGR2",9144,"synaptogyrin 2"
"SYNGR1",9145,"synaptogyrin 1"
"HGS",9146,"hepatocyte growth factor-regulated tyrosine kinase substrate"
"NEMF",9147,"serologically defined colon cancer antigen 1"
"NEURL1",9148,"neuralized homolog (Drosophila)"
"DYRK1B",9149,"dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B"
"CD2",914,"CD2 molecule"
"CTDP1",9150,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1"
"SLC6A5",9152,"solute carrier family 6 (neurotransmitter transporter, glycine), member 5"
"SLC28A2",9153,"solute carrier family 28 (sodium-coupled nucleoside transporter), member 2"
"RSAD2",91543,"radical S-adenosyl methionine domain containing 2"
"SLC28A1",9154,"solute carrier family 28 (sodium-coupled nucleoside transporter), member 1"
"EXO1",9156,"exonuclease 1"
"FIBP",9158,"fibroblast growth factor (acidic) intracellular binding protein"
"PCSK7",9159,"proprotein convertase subtilisin/kexin type 7"
"CD3D",915,"CD3d molecule, delta (CD3-TCR complex)"
"DGKI",9162,"diacylglycerol kinase, iota"
"ATPAF2",91647,"ATP synthase mitochondrial F1 complex assembly factor 2"
"EBAG9",9166,"estrogen receptor binding site associated, antigen, 9"
"COX7A2L",9167,"cytochrome c oxidase subunit VIIa polypeptide 2 like"
"TMSB10",9168,"thymosin, beta 10"
"SCAF11",9169,"splicing factor, arginine/serine-rich 2, interacting protein"
"CD3E",916,"CD3e molecule, epsilon (CD3-TCR complex)"
"LPAR2",9170,"endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 4"
"MYOM2",9172,"myomesin (M-protein) 2, 165kDa"
"IL1RL1",9173,"interleukin 1 receptor-like 1"
"YTHDC1",91746,"YTH domain containing 1"
"ZNF804A",91752,"zinc finger protein 804A"
"NEK9",91754,"NIMA (never in mitosis gene a)- related kinase 9"
"MAP3K13",9175,"mitogen-activated protein kinase kinase kinase 13"
"HTR3B",9177,"5-hydroxytryptamine (serotonin) receptor 3B"
"CHMP7",91782,"CHMP family, member 7"
"AP4M1",9179,"adaptor-related protein complex 4, mu 1 subunit"
"CD3G",917,"CD3g molecule, gamma (CD3-TCR complex)"
"OSMR",9180,"oncostatin M receptor"
"ARHGEF2",9181,"rho/rac guanine nucleotide exchange factor (GEF) 2"
"RASSF9",9182,"peptidylglycine alpha-amidating monooxygenase COOH-terminal interactor"
"ZW10",9183,"ZW10, kinetochore associated, homolog (Drosophila)"
"BUB3",9184,"BUB3 budding uninhibited by benzimidazoles 3 homolog (yeast)"
"REPS2",9185,"RALBP1 associated Eps domain containing 2"
"CALML4",91860,"calmodulin-like 4"
"SLC24A1",9187,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 1"
"DDX21",9188,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 21"
"DEDD",9191,"death effector domain containing"
"COG7",91949,"component of oligomeric golgi complex 7"
"SLC16A7",9194,"solute carrier family 16, member 7 (monocarboxylic acid transporter 2)"
"KCNAB3",9196,"potassium voltage-gated channel, shaker-related subfamily, beta member 3"
"MYOZ3",91977,"myozenin 3"
"SLC33A1",9197,"solute carrier family 33 (acetyl-CoA transporter), member 1"
"CD247",919,"CD247 molecule"
"ACVR1B",91,"activin A receptor, type IB"
"HACD1",9200,"protein tyrosine phosphatase-like (proline instead of catalytic arginine), member A"
"DCLK1",9201,"doublecortin-like kinase 1"
"ZMYM4",9202,"zinc finger, MYM-type 4"
"ZMYM3",9203,"zinc finger, MYM-type 3"
"GGTLC1",92086,"gamma-glutamyltransferase-like activity 4"
"LRRFIP1",9208,"leucine rich repeat (in FLII) interacting protein 1"
"LRRFIP2",9209,"leucine rich repeat (in FLII) interacting protein 2"
"CD4",920,"CD4 molecule"
"IFT70A",92104,"tetratricopeptide repeat domain 30A"
"BMP15",9210,"bone morphogenetic protein 15"
"LGI1",9211,"leucine-rich, glioma inactivated 1"
"AURKB",9212,"aurora kinase B"
"MTDH",92140,"metadherin"
"FCMR",9214,"Fas apoptotic inhibitory molecule 3"
"MTSS2",92154,"actin-bundling protein with BAIAP2 homology"
"LARGE1",9215,"like-glycosyltransferase"
"MTG1",92170,"mitochondrial GTPase 1 homolog (S. cerevisiae)"
"VAPB",9217,"VAMP (vesicle-associated membrane protein)-associated protein B and C"
"VAPA",9218,"VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa"
"MTA2",9219,"metastasis associated 1 family, member 2"
"CD5",921,"CD5 molecule"
"CDHR1",92211,"protocadherin 21"
"NOLC1",9221,"nucleolar and coiled-body phosphoprotein 1"
"MAGI1",9223,"membrane associated guanylate kinase, WW and PDZ domain containing 1"
"LRAT",9227,"lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase)"
"DLGAP2",9228,"discs, large (Drosophila) homolog-associated protein 2"
"DLGAP1",9229,"discs, large (Drosophila) homolog-associated protein 1"
"CD5L",922,"CD5 molecule-like"
"RAB11B",9230,"RAB11B, member RAS oncogene family"
"DLG5",9231,"discs, large homolog 5 (Drosophila)"
"PTTG1",9232,"pituitary tumor-transforming 1"
"STRADA",92335,"protein kinase LYK5"
"METTL18",92342,"chromosome 1 open reading frame 156"
"IL32",9235,"interleukin 32"
"CCPG1",9236,"cell cycle progression 1"
"TBRG4",9238,"transforming growth factor beta regulator 4"
"CD6",923,"CD6 molecule"
"PNMA1",9240,"paraneoplastic antigen MA1"
"MSC",9242,"musculin (activated B-cell factor-1)"
"CRLF1",9244,"cytokine receptor-like factor 1"
"GCNT3",9245,"glucosaminyl (N-acetyl) transferase 3, mucin type"
"UBE2L6",9246,"ubiquitin-conjugating enzyme E2L 6"
"GCM2",9247,"glial cells missing homolog 2 (Drosophila)"
"LDHAL6B",92483,"lactate dehydrogenase A-like 6B"
"GPR50",9248,"G protein-coupled receptor 50"
"DHRS3",9249,"dehydrogenase/reductase (SDR family) member 3"
"CD7",924,"CD7 molecule"
"RPS6KA5",9252,"ribosomal protein S6 kinase, 90kDa, polypeptide 5"
"CACNA2D2",9254,"calcium channel, voltage-dependent, alpha 2/delta subunit 2"
"ATXN3L",92552,"ataxin 3-like"
"AIMP1",9255,"small inducible cytokine subfamily E, member 1 (endothelial monocyte-activating)"
"TSPOAP1",9256,"benzodiazapine receptor (peripheral) associated protein 1"
"G6PC3",92579,"glucose 6 phosphatase, catalytic, 3"
"CD8A",925,"CD8a molecule"
"PDLIM7",9260,"PDZ and LIM domain 7 (enigma)"
"MAPKAPK2",9261,"mitogen-activated protein kinase-activated protein kinase 2"
"STK17B",9262,"serine/threonine kinase 17b"
"STK17A",9263,"serine/threonine kinase 17a"
"CYTH3",9265,"pleckstrin homology, Sec7 and coiled-coil domains 3"
"CYTH2",9266,"pleckstrin homology, Sec7 and coiled-coil domains 2 (cytohesin-2)"
"CYTH1",9267,"pleckstrin homology, Sec7 and coiled-coil domains 1(cytohesin 1)"
"CD8B",926,"CD8b molecule"
"ITGB1BP1",9270,"integrin beta 1 binding protein 1"
"PIWIL1",9271,"piwi-like 1 (Drosophila)"
"BCL7C",9274,"B-cell CLL/lymphoma 7C"
"BCL7B",9275,"B-cell CLL/lymphoma 7B"
"COPB2",9276,"coatomer protein complex, subunit beta 2 (beta prime)"
"WDR46",9277,"WD repeat domain 46"
"ZBTB22",9278,"zinc finger and BTB domain containing 22"
"ZNF276",92822,"zinc finger protein 276"
"MED14",9282,"mediator complex subunit 14"
"GPR37L1",9283,"G protein-coupled receptor 37 like 1"
"IMP4",92856,"IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast)"
"ADGRG1",9289,"G protein-coupled receptor 56"
"CD9",928,"CD9 molecule"
"GPR52",9293,"G protein-coupled receptor 52"
"S1PR2",9294,"endothelial differentiation, sphingolipid G-protein-coupled receptor, 5"
"SRSF11",9295,"splicing factor, arginine/serine-rich 11"
"ATP6V1F",9296,"ATPase, H+ transporting, lysosomal 14kDa, V1 subunit F"
"CD14",929,"CD14 molecule"
"ACVR2A",92,"activin A receptor, type IIA"
"SOCS6",9306,"suppressor of cytokine signaling 6"
"CD83",9308,"CD83 molecule"
"CD19",930,"CD19 molecule"
"ASIC3",9311,"amiloride-sensitive cation channel 3"
"ORAI3",93129,"ORAI calcium release-activated calcium modulator 3"
"KCNB2",9312,"potassium voltage-gated channel, Shab-related subfamily, member 2"
"MMP20",9313,"matrix metallopeptidase 20 (enamelysin)"
"KLF4",9314,"Kruppel-like factor 4 (gut)"
"COPS2",9318,"COP9 constitutive photomorphogenic homolog subunit 2 (Arabidopsis)"
"TRIP13",9319,"thyroid hormone receptor interactor 13"
"MS4A1",931,"membrane-spanning 4-domains, subfamily A, member 1"
"TRIP12",9320,"thyroid hormone receptor interactor 12"
"PGAP3",93210,"per1-like domain containing 1"
"TRIP11",9321,"thyroid hormone receptor interactor 11"
"TRIP10",9322,"thyroid hormone receptor interactor 10"
"HMGN3",9324,"high mobility group nucleosomal binding domain 3"
"TRIP4",9325,"thyroid hormone receptor interactor 4"
"ZNHIT3",9326,"zinc finger, HIT type 3"
"GTF3C5",9328,"general transcription factor IIIC, polypeptide 5, 63kDa"
"GTF3C4",9329,"general transcription factor IIIC, polypeptide 4, 90kDa"
"MS4A3",932,"membrane-spanning 4-domains, subfamily A, member 3 (hematopoietic cell-specific)"
"GTF3C3",9330,"general transcription factor IIIC, polypeptide 3, 102kDa"
"B4GALT6",9331,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6"
"CD163",9332,"CD163 molecule"
"TGM5",9333,"transglutaminase 5"
"SP140L",93349,"hypothetical protein BC004921"
"B4GALT5",9334,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5"
"CNOT8",9337,"CCR4-NOT transcription complex, subunit 8"
"TCEAL1",9338,"transcription elongation factor A (SII)-like 1"
"CD22",933,"CD22 molecule"
"MYL10",93408,"myosin light chain 2, precursor lymphocyte-specific"
"GLP2R",9340,"glucagon-like peptide 2 receptor"
"VAMP3",9341,"vesicle-associated membrane protein 3 (cellubrevin)"
"SNAP29",9342,"synaptosomal-associated protein, 29kDa"
"MGAM2",93432,"maltase-glucoamylase-like pseudogene"
"TAOK2",9344,"TAO kinase 2"
"NDST3",9348,"N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3"
"RPL23",9349,"ribosomal protein L23"
"CER1",9350,"cerberus 1, cysteine knot superfamily, homolog (Xenopus laevis)"
"NHERF2",9351,"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2"
"TXNL1",9352,"thioredoxin-like 1"
"SLIT2",9353,"slit homolog 2 (Drosophila)"
"UBE4A",9354,"ubiquitination factor E4A (UFD2 homolog, yeast)"
"LHX2",9355,"LIM homeobox 2"
"SLC22A6",9356,"solute carrier family 22 (organic anion transporter), member 6"
"ITGBL1",9358,"integrin, beta-like 1 (with EGF-like repeat domains)"
"TBC1D31",93594,"WD repeat domain 67"
"PPIG",9360,"peptidylprolyl isomerase G (cyclophilin G)"
"LONP1",9361,"lon peptidase 1, mitochondrial"
"CPNE6",9362,"copine VI (neuronal)"
"RAB33A",9363,"RAB33A, member RAS oncogene family"
"TJAP1",93643,"tight junction associated protein 1 (peripheral)"
"RAB28",9364,"RAB28, member RAS oncogene family"
"KL",9365,"klotho"
"CADPS2",93664,"Ca2+-dependent activator protein for secretion 2"
"RAB9A",9367,"RAB9A, member RAS oncogene family"
"NHERF1",9368,"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1"
"NRXN3",9369,"neurexin 3"
"ADIPOQ",9370,"adiponectin, C1Q and collagen domain containing"
"KIF3B",9371,"kinesin family member 3B"
"ZFYVE9",9372,"zinc finger, FYVE domain containing 9"
"PLAA",9373,"phospholipase A2-activating protein"
"PPT2",9374,"palmitoyl-protein thioesterase 2"
"TM9SF2",9375,"transmembrane 9 superfamily member 2"
"SLC22A8",9376,"solute carrier family 22 (organic anion transporter), member 8"
"COX5A",9377,"cytochrome c oxidase subunit Va"
"NRXN1",9378,"neurexin 1"
"NRXN2",9379,"neurexin 2"
"GRHPR",9380,"glyoxylate reductase/hydroxypyruvate reductase"
"OTOF",9381,"otoferlin"
"LIPG",9388,"lipase, endothelial"
"SLC22A14",9389,"solute carrier family 22 (organic cation transporter), member 14"
"SLC22A13",9390,"solute carrier family 22 (organic cation transporter), member 13"
"CIAO1",9391,"cytosolic iron-sulfur protein assembly 1 homolog (S. cerevisiae)"
"TGFBRAP1",9392,"transforming growth factor, beta receptor associated protein 1"
"ACTR8",93973,"ARP8 actin-related protein 8 homolog (yeast)"
"ATP5IF1",93974,"ATPase inhibitory factor 1"
"NMT2",9397,"N-myristoyltransferase 2"
"CD101",9398,"immunoglobulin superfamily, member 2"
"CD27",939,"CD27 molecule"
"ACVR2B",93,"activin A receptor, type IIB"
"RECQL5",9400,"RecQ protein-like 5"
"RECQL4",9401,"RecQ protein-like 4"
"MUC16",94025,"mucin 16, cell surface associated"
"GRAP2",9402,"GRB2-related adaptor protein 2"
"SELENOF",9403,"15 kDa selenoprotein"
"LPXN",9404,"leupaxin"
"TMPRSS11D",9407,"transmembrane protease, serine 11D"
"PEX16",9409,"peroxisomal biogenesis factor 16"
"CD28",940,"CD28 molecule"
"PAXBP1",94104,"chromosome 21 open reading frame 66"
"SNRNP40",9410,"WD repeat domain 57 (U5 snRNP specific)"
"ARHGAP29",9411,"Rho GTPase activating protein 29"
"MED21",9412,"mediator complex subunit 21"
"ARHGAP12",94134,"Rho GTPase activating protein 12"
"TJP2",9414,"tight junction protein 2 (zona occludens 2)"
"FADS2",9415,"fatty acid desaturase 2"
"DDX23",9416,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 23"
"CRIPT",9419,"cysteine-rich PDZ-binding protein"
